date,state,mean,lower_80,upper_80
2020-05-20,Illinois,0.79,0.73,0.84
2020-05-21,Illinois,0.79,0.72,0.84
2020-05-22,Illinois,0.79,0.73,0.85
2020-05-23,Illinois,0.79,0.74,0.86
2020-05-24,Illinois,0.79,0.72,0.85
2020-05-25,Illinois,0.79,0.72,0.85
2020-05-26,Illinois,0.79,0.74,0.86
2020-05-27,Illinois,0.8,0.73,0.85
2020-05-28,Illinois,0.81,0.75,0.86
2020-05-29,Illinois,0.81,0.76,0.87
2020-05-30,Illinois,0.82,0.75,0.88
2020-05-31,Illinois,0.83,0.77,0.9
2020-06-01,Illinois,0.84,0.78,0.9
2020-06-02,Illinois,0.85,0.79,0.92
2020-06-03,Illinois,0.86,0.8,0.93
2020-06-04,Illinois,0.87,0.82,0.94
2020-06-05,Illinois,0.89,0.82,0.95
2020-06-06,Illinois,0.9,0.83,0.96
2020-06-07,Illinois,0.91,0.84,0.98
2020-06-08,Illinois,0.93,0.86,1.0
2020-06-09,Illinois,0.94,0.88,1.01
2020-06-10,Illinois,0.96,0.88,1.03
2020-06-11,Illinois,0.97,0.89,1.03
2020-06-12,Illinois,0.98,0.9,1.04
2020-06-13,Illinois,0.99,0.92,1.06
2020-06-14,Illinois,1.0,0.91,1.07
2020-06-15,Illinois,1.01,0.92,1.09
2020-06-16,Illinois,1.02,0.92,1.09
2020-06-17,Illinois,1.02,0.94,1.11
2020-06-18,Illinois,1.03,0.94,1.11
2020-06-19,Illinois,1.04,0.94,1.13
2020-06-20,Illinois,1.05,0.95,1.15
2020-06-21,Illinois,1.05,0.96,1.17
2020-06-22,Illinois,1.06,0.96,1.17
2020-06-23,Illinois,1.06,0.96,1.18
2020-06-24,Illinois,1.07,0.94,1.19
2020-06-25,Illinois,1.07,0.95,1.22
2020-06-26,Illinois,1.07,0.96,1.24
2020-06-27,Illinois,1.08,0.93,1.22
2020-06-28,Illinois,1.08,0.89,1.2
2020-06-29,Illinois,1.08,0.9,1.22
2020-06-30,Illinois,1.08,0.9,1.26
2020-07-01,Illinois,1.08,0.89,1.25
2020-07-02,Illinois,1.08,0.89,1.25
2020-07-03,Illinois,1.09,0.87,1.24
2020-07-04,Illinois,1.09,0.87,1.25
2020-07-05,Illinois,1.09,0.85,1.25
2020-07-06,Illinois,1.09,0.87,1.27
2020-07-07,Illinois,1.09,0.86,1.26
2020-07-08,Illinois,1.09,0.86,1.29
2020-07-09,Illinois,1.09,0.83,1.27
2020-07-10,Illinois,1.09,0.86,1.3
2020-02-29,Wisconsin,2.28,1.94,2.52
2020-03-01,Wisconsin,2.26,1.98,2.54
2020-03-02,Wisconsin,2.25,1.97,2.5
2020-03-03,Wisconsin,2.23,1.99,2.5
2020-03-04,Wisconsin,2.2,1.96,2.44
2020-03-05,Wisconsin,2.17,1.95,2.39
2020-03-06,Wisconsin,2.13,1.93,2.33
2020-03-07,Wisconsin,2.08,1.89,2.28
2020-03-08,Wisconsin,2.02,1.84,2.17
2020-03-09,Wisconsin,1.96,1.82,2.15
2020-03-10,Wisconsin,1.9,1.74,2.04
2020-03-11,Wisconsin,1.83,1.71,1.98
2020-03-12,Wisconsin,1.76,1.62,1.88
2020-03-13,Wisconsin,1.69,1.55,1.8
2020-03-14,Wisconsin,1.62,1.49,1.72
2020-03-15,Wisconsin,1.55,1.45,1.68
2020-03-16,Wisconsin,1.49,1.38,1.59
2020-03-17,Wisconsin,1.43,1.32,1.52
2020-03-18,Wisconsin,1.37,1.26,1.45
2020-03-19,Wisconsin,1.32,1.22,1.41
2020-03-20,Wisconsin,1.27,1.18,1.36
2020-03-21,Wisconsin,1.23,1.14,1.31
2020-03-22,Wisconsin,1.19,1.09,1.26
2020-03-23,Wisconsin,1.15,1.07,1.24
2020-03-24,Wisconsin,1.12,1.02,1.19
2020-03-25,Wisconsin,1.09,1.01,1.17
2020-03-26,Wisconsin,1.06,0.98,1.13
2020-03-27,Wisconsin,1.04,0.96,1.11
2020-03-28,Wisconsin,1.02,0.94,1.1
2020-03-29,Wisconsin,1.01,0.95,1.09
2020-03-30,Wisconsin,0.99,0.92,1.06
2020-03-31,Wisconsin,0.98,0.91,1.05
2020-04-01,Wisconsin,0.97,0.9,1.04
2020-04-02,Wisconsin,0.97,0.89,1.03
2020-04-03,Wisconsin,0.96,0.89,1.03
2020-04-04,Wisconsin,0.96,0.89,1.02
2020-04-05,Wisconsin,0.95,0.88,1.02
2020-04-06,Wisconsin,0.94,0.87,1.01
2020-04-07,Wisconsin,0.94,0.88,1.01
2020-04-08,Wisconsin,0.94,0.87,1.01
2020-04-09,Wisconsin,0.93,0.87,1.01
2020-04-10,Wisconsin,0.93,0.87,1.0
2020-04-11,Wisconsin,0.92,0.85,0.99
2020-04-12,Wisconsin,0.92,0.86,0.99
2020-04-13,Wisconsin,0.92,0.84,0.98
2020-04-14,Wisconsin,0.91,0.83,0.96
2020-04-15,Wisconsin,0.91,0.84,0.97
2020-04-16,Wisconsin,0.9,0.83,0.96
2020-04-17,Wisconsin,0.9,0.83,0.96
2020-04-18,Wisconsin,0.9,0.83,0.96
2020-04-19,Wisconsin,0.89,0.83,0.96
2020-04-20,Wisconsin,0.89,0.82,0.95
2020-04-21,Wisconsin,0.88,0.81,0.94
2020-04-22,Wisconsin,0.88,0.82,0.94
2020-04-23,Wisconsin,0.87,0.81,0.93
2020-04-24,Wisconsin,0.87,0.81,0.93
2020-04-25,Wisconsin,0.86,0.81,0.93
2020-04-26,Wisconsin,0.86,0.8,0.92
2020-04-27,Wisconsin,0.86,0.79,0.92
2020-04-28,Wisconsin,0.85,0.79,0.91
2020-04-29,Wisconsin,0.85,0.79,0.92
2020-04-30,Wisconsin,0.85,0.79,0.92
2020-05-01,Wisconsin,0.85,0.79,0.91
2020-05-02,Wisconsin,0.85,0.79,0.91
2020-05-03,Wisconsin,0.84,0.77,0.9
2020-05-04,Wisconsin,0.84,0.77,0.9
2020-05-05,Wisconsin,0.84,0.77,0.89
2020-05-06,Wisconsin,0.84,0.77,0.89
2020-05-07,Wisconsin,0.83,0.77,0.88
2020-05-08,Wisconsin,0.83,0.77,0.89
2020-05-09,Wisconsin,0.83,0.77,0.88
2020-05-10,Wisconsin,0.83,0.77,0.89
2020-05-11,Wisconsin,0.83,0.76,0.89
2020-05-12,Wisconsin,0.83,0.76,0.89
2020-05-13,Wisconsin,0.83,0.78,0.9
2020-05-14,Wisconsin,0.83,0.77,0.9
2020-05-15,Wisconsin,0.83,0.75,0.89
2020-05-16,Wisconsin,0.84,0.77,0.9
2020-05-17,Wisconsin,0.84,0.77,0.91
2020-05-18,Wisconsin,0.85,0.78,0.91
2020-05-19,Wisconsin,0.85,0.79,0.92
2020-05-20,Wisconsin,0.86,0.79,0.92
2020-05-21,Wisconsin,0.87,0.81,0.94
2020-05-22,Wisconsin,0.89,0.82,0.95
2020-05-23,Wisconsin,0.9,0.83,0.96
2020-05-24,Wisconsin,0.91,0.84,0.97
2020-05-25,Wisconsin,0.93,0.85,1.0
2020-05-26,Wisconsin,0.95,0.87,1.01
2020-05-27,Wisconsin,0.97,0.9,1.04
2020-05-28,Wisconsin,0.99,0.91,1.06
2020-05-29,Wisconsin,1.01,0.94,1.08
2020-05-30,Wisconsin,1.03,0.96,1.11
2020-05-31,Wisconsin,1.05,0.97,1.13
2020-06-01,Wisconsin,1.07,1.0,1.15
2020-06-02,Wisconsin,1.09,1.01,1.17
2020-06-03,Wisconsin,1.11,1.02,1.19
2020-06-04,Wisconsin,1.13,1.05,1.22
2020-06-05,Wisconsin,1.15,1.06,1.23
2020-06-06,Wisconsin,1.16,1.08,1.25
2020-06-07,Wisconsin,1.18,1.1,1.27
2020-06-08,Wisconsin,1.2,1.1,1.28
2020-06-09,Wisconsin,1.21,1.12,1.3
2020-06-10,Wisconsin,1.22,1.12,1.3
2020-06-11,Wisconsin,1.23,1.14,1.32
2020-06-12,Wisconsin,1.23,1.12,1.31
2020-06-13,Wisconsin,1.23,1.13,1.32
2020-06-14,Wisconsin,1.24,1.15,1.34
2020-06-15,Wisconsin,1.24,1.15,1.34
2020-06-16,Wisconsin,1.24,1.14,1.34
2020-06-17,Wisconsin,1.24,1.14,1.34
2020-06-18,Wisconsin,1.24,1.13,1.34
2020-06-19,Wisconsin,1.23,1.13,1.34
2020-06-20,Wisconsin,1.23,1.11,1.33
2020-06-21,Wisconsin,1.23,1.12,1.35
2020-06-22,Wisconsin,1.22,1.09,1.33
2020-06-23,Wisconsin,1.22,1.09,1.35
2020-06-24,Wisconsin,1.21,1.07,1.34
2020-06-25,Wisconsin,1.21,1.07,1.35
2020-06-26,Wisconsin,1.21,1.04,1.34
2020-06-27,Wisconsin,1.21,1.05,1.36
2020-06-28,Wisconsin,1.2,1.04,1.37
2020-06-29,Wisconsin,1.2,1.02,1.36
2020-06-30,Wisconsin,1.2,0.99,1.34
2020-07-01,Wisconsin,1.2,0.97,1.35
2020-07-02,Wisconsin,1.2,0.99,1.38
2020-07-03,Wisconsin,1.2,0.99,1.4
2020-07-04,Wisconsin,1.2,1.0,1.42
2020-07-05,Wisconsin,1.2,0.97,1.41
2020-07-06,Wisconsin,1.2,0.96,1.42
2020-07-07,Wisconsin,1.2,0.92,1.38
2020-07-08,Wisconsin,1.2,0.96,1.44
2020-07-09,Wisconsin,1.2,0.94,1.43
2020-07-10,Wisconsin,1.2,0.93,1.45
2020-02-26,Minnesota,1.52,1.29,1.74
2020-02-27,Minnesota,1.51,1.3,1.73
2020-02-28,Minnesota,1.51,1.26,1.67
2020-02-29,Minnesota,1.5,1.29,1.67
2020-03-01,Minnesota,1.5,1.3,1.66
2020-03-02,Minnesota,1.48,1.3,1.64
2020-03-03,Minnesota,1.47,1.31,1.64
2020-03-04,Minnesota,1.46,1.32,1.62
2020-03-05,Minnesota,1.45,1.3,1.58
2020-03-06,Minnesota,1.44,1.29,1.56
2020-03-07,Minnesota,1.42,1.3,1.55
2020-03-08,Minnesota,1.41,1.28,1.54
2020-03-09,Minnesota,1.4,1.26,1.51
2020-03-10,Minnesota,1.39,1.25,1.5
2020-03-11,Minnesota,1.39,1.27,1.51
2020-03-12,Minnesota,1.38,1.23,1.47
2020-03-13,Minnesota,1.38,1.27,1.51
2020-03-14,Minnesota,1.38,1.26,1.49
2020-03-15,Minnesota,1.37,1.27,1.48
2020-03-16,Minnesota,1.37,1.26,1.48
2020-03-17,Minnesota,1.36,1.25,1.47
2020-03-18,Minnesota,1.36,1.25,1.46
2020-03-19,Minnesota,1.36,1.26,1.47
2020-03-20,Minnesota,1.37,1.26,1.47
2020-03-21,Minnesota,1.37,1.26,1.46
2020-03-22,Minnesota,1.37,1.27,1.47
2020-03-23,Minnesota,1.37,1.26,1.47
2020-03-24,Minnesota,1.38,1.26,1.47
2020-03-25,Minnesota,1.38,1.28,1.49
2020-03-26,Minnesota,1.39,1.28,1.48
2020-03-27,Minnesota,1.39,1.29,1.49
2020-03-28,Minnesota,1.4,1.3,1.51
2020-03-29,Minnesota,1.4,1.31,1.51
2020-03-30,Minnesota,1.4,1.28,1.48
2020-03-31,Minnesota,1.4,1.3,1.51
2020-04-01,Minnesota,1.4,1.29,1.5
2020-04-02,Minnesota,1.41,1.3,1.51
2020-04-03,Minnesota,1.41,1.28,1.49
2020-04-04,Minnesota,1.4,1.29,1.51
2020-04-05,Minnesota,1.39,1.28,1.49
2020-04-06,Minnesota,1.38,1.26,1.47
2020-04-07,Minnesota,1.36,1.26,1.47
2020-04-08,Minnesota,1.34,1.23,1.44
2020-04-09,Minnesota,1.32,1.23,1.43
2020-04-10,Minnesota,1.3,1.21,1.4
2020-04-11,Minnesota,1.27,1.18,1.37
2020-04-12,Minnesota,1.25,1.14,1.35
2020-04-13,Minnesota,1.22,1.12,1.31
2020-04-14,Minnesota,1.19,1.08,1.27
2020-04-15,Minnesota,1.16,1.07,1.26
2020-04-16,Minnesota,1.13,1.03,1.22
2020-04-17,Minnesota,1.1,1.01,1.19
2020-04-18,Minnesota,1.07,0.97,1.15
2020-04-19,Minnesota,1.04,0.96,1.13
2020-04-20,Minnesota,1.01,0.94,1.1
2020-04-21,Minnesota,0.99,0.92,1.08
2020-04-22,Minnesota,0.97,0.9,1.05
2020-04-23,Minnesota,0.95,0.88,1.02
2020-04-24,Minnesota,0.93,0.86,1.0
2020-04-25,Minnesota,0.91,0.83,0.97
2020-04-26,Minnesota,0.89,0.81,0.95
2020-04-27,Minnesota,0.87,0.8,0.93
2020-04-28,Minnesota,0.85,0.78,0.92
2020-04-29,Minnesota,0.84,0.77,0.9
2020-04-30,Minnesota,0.83,0.75,0.88
2020-05-01,Minnesota,0.81,0.75,0.88
2020-05-02,Minnesota,0.8,0.74,0.87
2020-05-03,Minnesota,0.79,0.74,0.86
2020-05-04,Minnesota,0.78,0.72,0.85
2020-05-05,Minnesota,0.78,0.71,0.83
2020-05-06,Minnesota,0.77,0.71,0.83
2020-05-07,Minnesota,0.76,0.7,0.83
2020-05-08,Minnesota,0.76,0.69,0.81
2020-05-09,Minnesota,0.75,0.7,0.83
2020-05-10,Minnesota,0.75,0.68,0.8
2020-05-11,Minnesota,0.75,0.68,0.8
2020-05-12,Minnesota,0.75,0.69,0.81
2020-05-13,Minnesota,0.75,0.69,0.81
2020-05-14,Minnesota,0.75,0.68,0.8
2020-05-15,Minnesota,0.75,0.68,0.8
2020-05-16,Minnesota,0.75,0.69,0.81
2020-05-17,Minnesota,0.76,0.69,0.81
2020-05-18,Minnesota,0.76,0.7,0.82
2020-05-19,Minnesota,0.77,0.71,0.83
2020-05-20,Minnesota,0.78,0.72,0.85
2020-05-21,Minnesota,0.78,0.72,0.85
2020-05-22,Minnesota,0.79,0.73,0.86
2020-05-23,Minnesota,0.8,0.74,0.87
2020-05-24,Minnesota,0.81,0.76,0.89
2020-05-25,Minnesota,0.83,0.74,0.88
2020-05-26,Minnesota,0.84,0.76,0.9
2020-05-27,Minnesota,0.85,0.79,0.93
2020-05-28,Minnesota,0.87,0.8,0.94
2020-05-29,Minnesota,0.89,0.83,0.96
2020-05-30,Minnesota,0.91,0.84,0.98
2020-05-31,Minnesota,0.92,0.85,0.99
2020-06-01,Minnesota,0.94,0.87,1.01
2020-06-02,Minnesota,0.96,0.88,1.02
2020-06-03,Minnesota,0.98,0.9,1.05
2020-06-04,Minnesota,1.0,0.91,1.07
2020-06-05,Minnesota,1.01,0.93,1.08
2020-06-06,Minnesota,1.03,0.94,1.1
2020-06-07,Minnesota,1.05,0.97,1.14
2020-06-08,Minnesota,1.07,0.98,1.15
2020-06-09,Minnesota,1.08,0.99,1.17
2020-06-10,Minnesota,1.1,1.0,1.17
2020-06-11,Minnesota,1.11,1.01,1.19
2020-06-12,Minnesota,1.12,1.02,1.21
2020-06-13,Minnesota,1.14,1.03,1.22
2020-06-14,Minnesota,1.15,1.05,1.25
2020-06-15,Minnesota,1.16,1.05,1.24
2020-06-16,Minnesota,1.17,1.07,1.27
2020-06-17,Minnesota,1.18,1.06,1.27
2020-06-18,Minnesota,1.18,1.05,1.27
2020-06-19,Minnesota,1.19,1.06,1.3
2020-06-20,Minnesota,1.2,1.08,1.33
2020-06-21,Minnesota,1.2,1.05,1.31
2020-06-22,Minnesota,1.2,1.05,1.33
2020-06-23,Minnesota,1.21,1.05,1.35
2020-06-24,Minnesota,1.21,1.05,1.36
2020-06-25,Minnesota,1.21,1.04,1.36
2020-06-26,Minnesota,1.22,1.04,1.38
2020-06-27,Minnesota,1.22,1.04,1.4
2020-06-28,Minnesota,1.22,1.01,1.38
2020-06-29,Minnesota,1.22,1.03,1.42
2020-06-30,Minnesota,1.22,1.03,1.44
2020-07-01,Minnesota,1.22,1.02,1.44
2020-07-02,Minnesota,1.22,0.98,1.41
2020-07-03,Minnesota,1.22,1.01,1.46
2020-07-04,Minnesota,1.22,0.98,1.43
2020-07-05,Minnesota,1.22,0.98,1.46
2020-07-06,Minnesota,1.22,0.97,1.45
2020-07-07,Minnesota,1.22,0.95,1.46
2020-07-08,Minnesota,1.22,0.92,1.45
2020-07-09,Minnesota,1.22,0.96,1.49
2020-07-10,Minnesota,1.22,0.94,1.48
2020-03-02,Mississippi,2.02,1.64,2.31
2020-03-03,Mississippi,2.01,1.67,2.3
2020-03-04,Mississippi,2.0,1.7,2.31
2020-03-05,Mississippi,1.99,1.66,2.24
2020-03-06,Mississippi,1.97,1.69,2.22
2020-03-07,Mississippi,1.96,1.68,2.2
2020-03-08,Mississippi,1.93,1.68,2.17
2020-03-09,Mississippi,1.9,1.66,2.12
2020-03-10,Mississippi,1.86,1.65,2.08
2020-03-11,Mississippi,1.83,1.6,2.0
2020-03-12,Mississippi,1.78,1.59,1.98
2020-03-13,Mississippi,1.74,1.57,1.92
2020-03-14,Mississippi,1.7,1.55,1.88
2020-03-15,Mississippi,1.65,1.49,1.8
2020-03-16,Mississippi,1.61,1.44,1.74
2020-03-17,Mississippi,1.57,1.42,1.69
2020-03-18,Mississippi,1.53,1.4,1.65
2020-03-19,Mississippi,1.49,1.35,1.59
2020-03-20,Mississippi,1.45,1.34,1.58
2020-03-21,Mississippi,1.41,1.28,1.51
2020-03-22,Mississippi,1.37,1.26,1.49
2020-03-23,Mississippi,1.34,1.24,1.45
2020-03-24,Mississippi,1.31,1.2,1.41
2020-03-25,Mississippi,1.28,1.18,1.39
2020-03-26,Mississippi,1.26,1.16,1.37
2020-03-27,Mississippi,1.23,1.13,1.33
2020-03-28,Mississippi,1.21,1.11,1.29
2020-03-29,Mississippi,1.19,1.1,1.29
2020-03-30,Mississippi,1.17,1.09,1.27
2020-03-31,Mississippi,1.15,1.06,1.24
2020-04-01,Mississippi,1.13,1.04,1.21
2020-04-02,Mississippi,1.12,1.02,1.2
2020-04-03,Mississippi,1.1,1.02,1.19
2020-04-04,Mississippi,1.09,1.01,1.18
2020-04-05,Mississippi,1.07,0.98,1.16
2020-04-06,Mississippi,1.06,0.97,1.14
2020-04-07,Mississippi,1.05,0.96,1.14
2020-04-08,Mississippi,1.04,0.94,1.12
2020-04-09,Mississippi,1.03,0.93,1.1
2020-04-10,Mississippi,1.02,0.93,1.1
2020-04-11,Mississippi,1.01,0.93,1.09
2020-04-12,Mississippi,1.0,0.92,1.08
2020-04-13,Mississippi,0.99,0.91,1.07
2020-04-14,Mississippi,0.98,0.9,1.06
2020-04-15,Mississippi,0.97,0.88,1.04
2020-04-16,Mississippi,0.96,0.87,1.03
2020-04-17,Mississippi,0.96,0.86,1.03
2020-04-18,Mississippi,0.95,0.86,1.02
2020-04-19,Mississippi,0.94,0.85,1.01
2020-04-20,Mississippi,0.93,0.86,1.02
2020-04-21,Mississippi,0.93,0.85,1.01
2020-04-22,Mississippi,0.93,0.84,1.01
2020-04-23,Mississippi,0.92,0.84,1.0
2020-04-24,Mississippi,0.92,0.85,1.0
2020-04-25,Mississippi,0.91,0.83,0.98
2020-04-26,Mississippi,0.91,0.84,0.99
2020-04-27,Mississippi,0.91,0.82,0.98
2020-04-28,Mississippi,0.9,0.83,0.98
2020-04-29,Mississippi,0.9,0.82,0.97
2020-04-30,Mississippi,0.9,0.81,0.96
2020-05-01,Mississippi,0.9,0.82,0.97
2020-05-02,Mississippi,0.9,0.82,0.97
2020-05-03,Mississippi,0.9,0.82,0.97
2020-05-04,Mississippi,0.9,0.83,0.98
2020-05-05,Mississippi,0.91,0.83,0.97
2020-05-06,Mississippi,0.91,0.83,0.98
2020-05-07,Mississippi,0.91,0.83,0.97
2020-05-08,Mississippi,0.92,0.84,0.99
2020-05-09,Mississippi,0.93,0.85,1.0
2020-05-10,Mississippi,0.94,0.86,1.01
2020-05-11,Mississippi,0.95,0.86,1.02
2020-05-12,Mississippi,0.96,0.88,1.04
2020-05-13,Mississippi,0.97,0.87,1.05
2020-05-14,Mississippi,0.98,0.9,1.08
2020-05-15,Mississippi,0.99,0.91,1.07
2020-05-16,Mississippi,1.0,0.93,1.09
2020-05-17,Mississippi,1.02,0.93,1.1
2020-05-18,Mississippi,1.03,0.95,1.12
2020-05-19,Mississippi,1.04,0.94,1.12
2020-05-20,Mississippi,1.05,0.96,1.14
2020-05-21,Mississippi,1.07,0.97,1.16
2020-05-22,Mississippi,1.08,0.97,1.16
2020-05-23,Mississippi,1.09,0.99,1.18
2020-05-24,Mississippi,1.1,1.0,1.2
2020-05-25,Mississippi,1.11,1.0,1.19
2020-05-26,Mississippi,1.12,1.01,1.21
2020-05-27,Mississippi,1.12,1.02,1.21
2020-05-28,Mississippi,1.13,1.03,1.22
2020-05-29,Mississippi,1.14,1.04,1.23
2020-05-30,Mississippi,1.14,1.04,1.23
2020-05-31,Mississippi,1.15,1.06,1.26
2020-06-01,Mississippi,1.15,1.07,1.26
2020-06-02,Mississippi,1.15,1.04,1.24
2020-06-03,Mississippi,1.15,1.05,1.24
2020-06-04,Mississippi,1.15,1.07,1.26
2020-06-05,Mississippi,1.15,1.05,1.24
2020-06-06,Mississippi,1.15,1.06,1.24
2020-06-07,Mississippi,1.16,1.06,1.25
2020-06-08,Mississippi,1.15,1.05,1.25
2020-06-09,Mississippi,1.15,1.05,1.24
2020-06-10,Mississippi,1.15,1.05,1.25
2020-06-11,Mississippi,1.15,1.03,1.24
2020-06-12,Mississippi,1.15,1.04,1.25
2020-06-13,Mississippi,1.15,1.04,1.25
2020-06-14,Mississippi,1.15,1.03,1.25
2020-06-15,Mississippi,1.15,1.03,1.25
2020-06-16,Mississippi,1.15,1.03,1.26
2020-06-17,Mississippi,1.15,1.04,1.27
2020-06-18,Mississippi,1.15,1.04,1.27
2020-06-19,Mississippi,1.15,1.03,1.28
2020-06-20,Mississippi,1.15,1.02,1.27
2020-06-21,Mississippi,1.15,1.01,1.28
2020-06-22,Mississippi,1.16,1.02,1.3
2020-06-23,Mississippi,1.16,1.01,1.3
2020-06-24,Mississippi,1.16,1.0,1.3
2020-06-25,Mississippi,1.16,1.01,1.34
2020-06-26,Mississippi,1.16,1.0,1.35
2020-06-27,Mississippi,1.16,1.01,1.37
2020-06-28,Mississippi,1.16,0.95,1.33
2020-06-29,Mississippi,1.16,0.98,1.36
2020-06-30,Mississippi,1.16,0.95,1.34
2020-07-01,Mississippi,1.16,0.95,1.34
2020-07-02,Mississippi,1.17,0.94,1.34
2020-07-03,Mississippi,1.17,0.94,1.36
2020-07-04,Mississippi,1.17,0.93,1.36
2020-07-05,Mississippi,1.17,0.92,1.35
2020-07-06,Mississippi,1.17,0.91,1.37
2020-07-07,Mississippi,1.17,0.87,1.34
2020-07-08,Mississippi,1.18,0.9,1.39
2020-07-09,Mississippi,1.18,0.9,1.41
2020-07-10,Mississippi,1.18,0.9,1.41
2020-02-28,Iowa,2.03,1.75,2.3
2020-02-29,Iowa,2.03,1.74,2.27
2020-03-01,Iowa,2.03,1.76,2.27
2020-03-02,Iowa,2.03,1.77,2.25
2020-03-03,Iowa,2.03,1.76,2.23
2020-03-04,Iowa,2.03,1.81,2.24
2020-03-05,Iowa,2.03,1.82,2.24
2020-03-06,Iowa,2.03,1.81,2.21
2020-03-07,Iowa,2.03,1.8,2.21
2020-03-08,Iowa,2.02,1.8,2.18
2020-03-09,Iowa,2.01,1.83,2.2
2020-03-10,Iowa,1.99,1.83,2.18
2020-03-11,Iowa,1.98,1.82,2.15
2020-03-12,Iowa,1.95,1.79,2.1
2020-03-13,Iowa,1.92,1.75,2.07
2020-03-14,Iowa,1.89,1.73,2.02
2020-03-15,Iowa,1.85,1.72,2.0
2020-03-16,Iowa,1.81,1.67,1.94
2020-03-17,Iowa,1.77,1.65,1.91
2020-03-18,Iowa,1.74,1.6,1.86
2020-03-19,Iowa,1.7,1.56,1.8
2020-03-20,Iowa,1.66,1.54,1.79
2020-03-21,Iowa,1.62,1.48,1.71
2020-03-22,Iowa,1.58,1.47,1.7
2020-03-23,Iowa,1.54,1.42,1.65
2020-03-24,Iowa,1.51,1.39,1.61
2020-03-25,Iowa,1.48,1.37,1.58
2020-03-26,Iowa,1.45,1.34,1.56
2020-03-27,Iowa,1.43,1.31,1.53
2020-03-28,Iowa,1.4,1.28,1.49
2020-03-29,Iowa,1.38,1.28,1.48
2020-03-30,Iowa,1.36,1.25,1.44
2020-03-31,Iowa,1.33,1.24,1.42
2020-04-01,Iowa,1.31,1.21,1.39
2020-04-02,Iowa,1.28,1.2,1.38
2020-04-03,Iowa,1.26,1.17,1.34
2020-04-04,Iowa,1.24,1.14,1.32
2020-04-05,Iowa,1.22,1.13,1.3
2020-04-06,Iowa,1.19,1.1,1.28
2020-04-07,Iowa,1.17,1.09,1.24
2020-04-08,Iowa,1.14,1.05,1.22
2020-04-09,Iowa,1.11,1.02,1.18
2020-04-10,Iowa,1.09,1.0,1.16
2020-04-11,Iowa,1.06,0.98,1.14
2020-04-12,Iowa,1.03,0.97,1.12
2020-04-13,Iowa,1.0,0.93,1.08
2020-04-14,Iowa,0.98,0.91,1.06
2020-04-15,Iowa,0.95,0.88,1.03
2020-04-16,Iowa,0.93,0.86,1.0
2020-04-17,Iowa,0.9,0.84,0.98
2020-04-18,Iowa,0.88,0.81,0.95
2020-04-19,Iowa,0.86,0.8,0.93
2020-04-20,Iowa,0.84,0.78,0.9
2020-04-21,Iowa,0.82,0.76,0.88
2020-04-22,Iowa,0.81,0.75,0.86
2020-04-23,Iowa,0.8,0.74,0.85
2020-04-24,Iowa,0.79,0.73,0.85
2020-04-25,Iowa,0.78,0.72,0.84
2020-04-26,Iowa,0.78,0.72,0.84
2020-04-27,Iowa,0.77,0.71,0.83
2020-04-28,Iowa,0.77,0.71,0.83
2020-04-29,Iowa,0.77,0.71,0.83
2020-04-30,Iowa,0.78,0.71,0.83
2020-05-01,Iowa,0.78,0.71,0.83
2020-05-02,Iowa,0.78,0.72,0.84
2020-05-03,Iowa,0.79,0.73,0.85
2020-05-04,Iowa,0.79,0.73,0.85
2020-05-05,Iowa,0.8,0.74,0.86
2020-05-06,Iowa,0.81,0.74,0.86
2020-05-07,Iowa,0.81,0.76,0.88
2020-05-08,Iowa,0.82,0.76,0.89
2020-05-09,Iowa,0.83,0.76,0.88
2020-05-10,Iowa,0.83,0.77,0.9
2020-05-11,Iowa,0.84,0.77,0.9
2020-05-12,Iowa,0.85,0.78,0.9
2020-05-13,Iowa,0.85,0.78,0.91
2020-05-14,Iowa,0.86,0.8,0.93
2020-05-15,Iowa,0.87,0.8,0.93
2020-05-16,Iowa,0.88,0.81,0.94
2020-05-17,Iowa,0.88,0.81,0.94
2020-05-18,Iowa,0.89,0.82,0.95
2020-05-19,Iowa,0.9,0.82,0.95
2020-05-20,Iowa,0.91,0.83,0.97
2020-05-21,Iowa,0.91,0.83,0.97
2020-05-22,Iowa,0.92,0.84,0.99
2020-05-23,Iowa,0.93,0.86,1.0
2020-05-24,Iowa,0.94,0.86,1.01
2020-05-25,Iowa,0.95,0.87,1.01
2020-05-26,Iowa,0.96,0.89,1.03
2020-05-27,Iowa,0.97,0.91,1.06
2020-05-28,Iowa,0.98,0.9,1.04
2020-05-29,Iowa,0.99,0.91,1.06
2020-05-30,Iowa,1.0,0.93,1.07
2020-05-31,Iowa,1.0,0.93,1.08
2020-06-01,Iowa,1.01,0.94,1.09
2020-06-02,Iowa,1.02,0.94,1.09
2020-06-03,Iowa,1.03,0.96,1.11
2020-06-04,Iowa,1.04,0.96,1.11
2020-06-05,Iowa,1.05,0.97,1.12
2020-06-06,Iowa,1.06,0.98,1.13
2020-06-07,Iowa,1.06,0.98,1.13
2020-06-08,Iowa,1.07,0.98,1.13
2020-06-09,Iowa,1.08,1.0,1.15
2020-06-10,Iowa,1.08,1.0,1.15
2020-06-11,Iowa,1.09,1.02,1.18
2020-06-12,Iowa,1.1,1.02,1.18
2020-06-13,Iowa,1.11,1.02,1.19
2020-06-14,Iowa,1.11,1.02,1.19
